year,half_year,country_list,count,mean,ci_lower,ci_upper
2021,H1,GP,41,0.4634146341463415,0.32056233976336046,0.6125352873233052
2021,H1,GR,3724,0.5408163265306123,0.5247772497602172,0.55677128264335
2021,H1,GT,89,0.48314606741573035,0.38219270234386304,0.5854941474955613
2021,H1,GU,13,0.6923076923076923,0.42369343180549035,0.8731929634428948
2021,H1,GW,12,0.5833333333333334,0.31951131254954973,0.8067396863412435
2021,H1,GY,7,0.42857142857142855,0.15821985525146975,0.7495416354723428
2021,H1,HK,6297,0.5659838018103859,0.5537056948596544,0.5781814515526178
2021,H1,HN,45,0.6666666666666666,0.5207048830990042,0.7864112506566996
2021,H1,HR,1054,0.5787476280834914,0.5487057248119771,0.6082176010945917
2021,H1,HT,23,0.391304347826087,0.2215762279247795,0.592144776086183
2021,H1,HU,2424,0.5383663366336634,0.5184754061167259,0.558135856667438
2021,H1,ID,1371,0.536834427425237,0.5103734501196108,0.5630895658172489
2021,H1,IE,3999,0.5816454113528382,0.5662853802676998,0.596848735014594
2021,H1,IL,4844,0.5412881915772089,0.5272286519570901,0.5552822971731037
2021,H1,IM,5,0.4,0.11762077423264783,0.769275718723987
2021,H1,IN,12705,0.5158598976780795,0.5071665680824895,0.5245436394376692
2021,H1,IQ,495,0.503030303030303,0.4591307772058628,0.5468831575763269
2021,H1,IR,4643,0.5194917079474478,0.5051104767757233,0.5338407122424482
2021,H1,IS,377,0.5755968169761273,0.5251892656758809,0.6244793134134469
2021,H1,IT,25662,0.5292650611799548,0.5231541399997196,0.5353672220374405
2021,H1,JE,6,0.8333333333333334,0.43649717781352987,0.9699466302516935
2021,H1,JM,46,0.5652173913043478,0.4224743369429499,0.6979073722198005
2021,H1,JO,617,0.5591572123176661,0.5197353671928834,0.5978469865028017
2021,H1,JP,19236,0.4627261384903306,0.45568815134793483,0.46977900995538413
2021,H1,KE,891,0.6386083052749719,0.606531515250845,0.6694950339945596
2021,H1,KG,42,0.5,0.3552598959637448,0.6447401040362553
2021,H1,KH,118,0.576271186440678,0.4860914420733449,0.6616415231605118
2021,H1,KI,4,0.5,0.15003898915214947,0.8499610108478506
2021,H1,KN,30,0.4,0.24590628116801852,0.5767963974667752
2021,H1,KP,17,0.17647058823529413,0.06191126637620997,0.41029458568834126
2021,H1,KR,16017,0.47418367984016985,0.4664577978436758,0.4819219422513945
2021,H1,KW,312,0.4775641025641026,0.422749719017397,0.5329242445836011
2021,H1,KY,10,0.8,0.49016247153664183,0.9433178485456247
2021,H1,KZ,297,0.4882154882154882,0.43188135514826154,0.5448505752597342
2021,H1,LA,37,0.5135135135135135,0.35894896665618803,0.6655359569698336
2021,H1,LB,562,0.5355871886120996,0.4942518750286754,0.5764393042344463
2021,H1,LC,1,1.0,0.20654931437723745,1.0
2021,H1,LI,39,0.6153846153846154,0.45899061456925083,0.7510862653443866
2021,H1,LK,334,0.5359281437125748,0.48233937458350573,0.5886998640101736
2021,H1,LR,15,0.5333333333333333,0.30116980025498397,0.7519046463426261
2021,H1,LS,11,0.45454545454545453,0.21271271622459764,0.719908462590678
